  606 CAPTAN 80W MICRO       5.1    5.00     9.0    0.65     151.0   11.13 5.17752
  607 CAPTAN 80W ZENEC       5.1    5.00     9.0    0.65     151.0   11.97 5.17752
  608 CAPTAN 80W ZENEC       5.1    5.00     9.0    0.65     151.0   10.79 5.17752
  609 CAPTEC 4L  2.5 G       5.1    5.00     9.0    0.65     151.0   12.12
  610 CAPTURE  1 GAL         0.0   95.00     7.0    0.40  237000.0  519.13
  611 CAPTURE 15 GAL U       0.0   95.00     7.0    0.40  237000.0  517.66
  612 CARBAIT 5% AG 40     110.0   17.00     7.0    0.55     288.0   22.35
  613 CARBAMATE 76 WDG     120.0   17.00     3.0    0.90     300.0   11.10 5.17752
  614 Carbamate WDG        120.0   17.00     3.0    0.90     300.0    8.09 5.17752
  615 CARBAMATE WDG 10     120.0   17.00     3.0    0.90     300.0   11.43 5.17752
  616 CARBAMATE WDG 40     120.0   17.00     3.0    0.90     300.0    9.99 5.17752
  617 Carbamult             91.0    5.20     0.0    0.00     300.0    0.00
  618 CARBARYL 4L 2.5      110.0   17.00     7.0    0.55     288.0   10.96
  619 CARBARYL 80W 10      110.0   17.00     7.0    0.55     288.0   10.97
  620 CARBARYL(DREXEL)     110.0   17.00     7.0    0.55     288.0    0.00
  621 Carbendazim            8.0  120.00     0.0    0.00     350.0    0.00
  622 Carbon Bisulfide    2300.0    0.00     0.0    0.00     220.0    0.00
  623 Carboxin             195.0    1.00     0.0    0.00     123.0    5.06
  624 Carbyne               11.0    0.00     0.0    0.00       0.0   43.85
  625 Carzol            820000.0   12.00    30.0    0.95     275.0   76.70
  626 CARZOL 2.5 LB          0.0    0.00     0.0    0.00       0.0    0.00
  627 CARZOL WSB 2.5 L       0.0    0.00     0.0    0.00       0.0    0.00
  628 CASORON 10G 50 L      21.2   55.00     5.0    0.45     171.0  102.53
  629 CASORON 4G 25 LB      21.2   55.00     5.0    0.45     171.0   91.91
  630 CASORON 4G 50 LB      21.2   55.00     5.0    0.45     171.0   95.14
  631 CC BALAN 2.5G 40       0.1   51.00    10.0    0.20    8240.0   52.45
  632 CC BALAN 2.5G 40       0.1   51.00    10.0    0.20    8240.0   52.45
  633 CC BAYLETON 1%        71.5    6.00     8.0    0.30     319.0  366.03
  634 CC BETASAN 7G 50       5.6  120.00    30.0    0.40    3900.0   37.69
  635 CC BETASAN 7G 50       5.6  120.00    30.0    0.40    3900.0   37.69
  636 CC DACONIL 5% 20       0.6   48.00     0.0    0.00    5000.0  652.07
  637 CC DACONIL 5% 20       0.6   48.00     0.0    0.00    5000.0  652.07
  638 CC DURSBAN 2.3G        1.2   30.50     0.0    0.00    9030.0   81.62
  639 CC TREFLAN 5G 40       0.3  169.00     3.0    0.40    7200.0   34.84
  640 CHAMP 2-1/2 GAL        0.0    0.00     0.0    0.00       0.0   19.29
  641 CHAMP II 2.5 GAL       0.0    0.00     0.0    0.00       0.0   29.28
  642 CHARGE 2.5 GAL         0.0    0.00     0.0    0.00       0.0    0.00
  643 CHIPCO 26019 2.5      13.9   50.00     5.0    0.40     666.0  427.31
  644 CHIPCO 26019 WDG      13.9   50.00     5.0    0.40     666.0   99.55
  645 CHIPCO ALIETTE 2      13.9   50.00     5.0    0.40     666.0   54.27
  646 CHIPCO ALIETTE W      13.9   50.00     5.0    0.40     666.0   47.72
  647 CHIPCO ALIETTE W      13.9   50.00     5.0    0.40     666.0   50.51
  648 CHIPCO ALIETTE W      13.9   50.00     5.0    0.40     666.0   54.01
  649 CHIPCO MOCAP 10G      13.9   50.00     5.0    0.40     666.0   32.95
  650 CHIPCO RONSTAR G      13.9   50.00     5.0    0.40     666.0    6.17
  651 CHIPCO RONSTAR W      13.9   50.00     5.0    0.40     666.0   92.61
  652 CHIPCO SEVIN 80W      13.9   50.00     5.0    0.40     666.0   12.82
  653 CHIPCO SEVIN SL       13.9   50.00     5.0    0.40     666.0   12.44
  654 CHIPTOX 2.5 GAL      825.0   25.00     8.0    0.50     110.0   88.41
  655 Chlordimeform     500000.0    0.00     0.0    0.00     811.0   88.20
  656 Chlorobenzilate       13.0   20.00     0.0    0.00    2810.0    0.00
  657 CHLORONEB 65W 25       8.0  130.00     0.0    0.00    1650.0   24.90
  658 Chlorophenothane       0.0    0.00     0.0    0.00       0.0    0.00
  659 Chloropicrin        1620.0    1.00     0.0    0.00      49.0    2.50
  660 CHLORPYRIFOS .5%       1.2   30.50     0.0    0.00    9930.0  150.26 4.93193
  661 CHLORPYRIFOS 1%G       1.2   30.50     0.0    0.00    9930.0    1.32 4.93193
  662 CHLORPYRIFOS 1%G       1.2   30.50     0.0    0.00    9930.0    1.11 4.93193
  663 CHLORPYRIFOS 2.3       1.2   30.50     0.0    0.00    9930.0    7.17 4.93193
  664 CHLORPYRIFOS 2.3       1.2   30.50     0.0    0.00    9930.0    7.23 4.93193
  665 CHLORPYRIFOS 2E        1.2   30.50     0.0    0.00    9930.0   51.29 4.93193
  666 CHLORPYRIFOS 2E        1.2   30.50     0.0    0.00    9930.0   50.45 4.93193
  667 CHLORPYRIFOS 4E        1.2   30.50     0.0    0.00    9930.0   43.66 4.93193
  668 CHLORPYRIFOS 4E        1.2   30.50     0.0    0.00    9930.0   45.20 4.93193
  669 CHLORPYRIFOS 4E        1.2   30.50     0.0    0.00    9930.0   24.08 4.93193
  670 CHLORPYRIFOS PRO       1.2   30.50     0.0    0.00    9930.0   23.94 4.93193
  671 CHLORPYRIFOS PRO       1.2   30.50     0.0    0.00    9930.0   21.40 4.93193
  672 CHLORPYRIFOS PRO       1.2   30.50     0.0    0.00    9930.0   41.24 4.93193
  673 CHLORPYRIFOS PRO       1.2   30.50     0.0    0.00    9930.0   40.68 4.93193
  674 CHLORPYRIFOS PRO       1.2   30.50     0.0    0.00    9930.0   52.04 4.93193
  675 CHLORPYRIFOS PRO       1.2   30.50     0.0    0.00    9930.0   29.22 4.93193
  676 CHLORPYRIFOS PRO       1.2   30.50     0.0    0.00    9930.0   30.25 4.93193
  677 CHLORPYRIFOS TC        1.2   30.50     0.0    0.00    9300.0   30.90 4.93193
  678 Chlorpyrifos-Met       4.0    7.00     0.0    0.00    3000.0   23.15 4.93193
  679 CHOPPER RTU 2.5   500000.0   90.00    30.0    0.80     100.0  255.09 4.70238
  680 CIDE KICK 2.5 GA       0.0    0.00     0.0    0.00       0.0   39.69
  681 CIDE KICK II 1 G       0.0    0.00     0.0    0.00       0.0   44.10
  682 CITRUS FIX GROWT       8.0    7.00     9.0    0.45     201.0  110.50
  683 Clarity           360000.0   18.00     9.0    0.65       0.0  200.66
  684 CLARITY 2.5 GAL   360000.0   18.00     9.0    0.65       0.0    0.00
  685 CLARITY BULK      360000.0   18.00     9.0    0.65       0.0   43.50
  686 Cletodime              0.0    0.00     0.0    0.00       0.0    0.00
  687 Clofentezine           0.0   40.00     0.0    0.00   45300.0    0.00
  688 COBRA - AMCY 1 G       0.1    3.00     2.0    0.20   10000.0  136.26
  689 COBRA - VALENT 1       0.1    3.00     2.0    0.20   10000.0  130.04
  690 COBRA - VALENT 1       0.1    3.00     2.0    0.20   10000.0  129.63
  691 COC COPPER WP          0.0    0.00     0.0    0.00       0.0    0.00
  692 Comite 6.55L           0.6   40.00     5.0    0.20   41000.0   23.68 4.93193
  693 COMITE II 2 1/2        0.6   40.00     5.0    0.20   41000.0   18.97 4.93193
  694 COMITE II 30 GL        0.6   40.00     5.0    0.20   41000.0   19.19 4.93193
  695 COMMAND 2 ME 2.5    1100.0   87.00     3.0    0.80     274.0   30.32
  696 COMMAND 4EC 110     1100.0   87.00     3.0    0.80     274.0   44.75
  697 COMMAND 4EC 2-1/    1100.0   87.00     3.0    0.80     274.0   42.24
  698 COMPLY 8 OZ            5.7    1.00    99.0   99.00    3220.0    0.00
  699 CONFIRM 2F 2.5 G       0.0    0.00     0.0    0.00       0.0  262.43
  700 CONQUER PT             0.0    0.00     0.0    0.00       0.0    0.00
  701 CONSAN TRIPLE AC       0.0    0.00     0.0    0.00       0.0    0.00
  702 CONSAN TRIPLE AC       0.0    0.00     0.0    0.00       0.0    0.00
  703 CONSUME 2 1/2 GL       0.0    0.00     0.0    0.00       0.0    0.00
  704 CONSYST 20 LB          0.0    0.00     0.0    0.00       0.0    0.00
  705 CONTAIN  1 QT     500000.0   90.00    30.0    0.80     100.0    0.00
  706 CONTAIN 1 GAL          0.0    0.00     0.0    0.00       0.0    0.00
  707 Cotoran 4L           110.0  189.00    30.0    0.50     100.0   19.29
  708 COTORAN 4L  2-1/     110.0  189.00    30.0    0.50     100.0   19.17
  709 COTORAN ACCU-PAK     110.0  189.00    30.0    0.50     100.0   18.96
  710 COTORAN ACCU-PAK     110.0  189.00    30.0    0.50     100.0   19.07
  711 COTORAN DF 10LB      110.0  189.00    30.0    0.50     100.0   18.99
  712 COTTON PRO  2.5       33.0  261.00     0.0    0.00     383.0    6.33
  713 COUNTER 15G LOCK       4.5    5.00     2.5    0.60     650.0   26.46
  714 COUNTER 20CR 50        4.5    5.00     2.5    0.60     650.0   26.20
  715 COUNTER 20CR LOC       4.5    5.00     2.5    0.60     650.0   27.53
  716 CRABGRASS CONTOR       0.0    0.00     0.0    0.00       0.0    0.00 4.70238
  717 CRABGRASS CONTOR       0.0    0.00     0.0    0.00       0.0    0.00 4.70238
  718 CRABGRASS PREVNT       0.0    0.00     0.0    0.00       0.0    0.00 4.70238
  719 Crackdown              0.0    0.00     0.0    0.00       0.0    0.00
  720 CRUSADE 5G 40 LB      16.9   40.00     2.5    0.60     870.0   68.36
  721 CRYOLITE             420.0 3000.00     0.0    0.00    3000.0    0.00
  722 CUPROXAT 2.5 GAL       0.0    0.00     0.0    0.00       0.0    0.00
  723 Curacron 6.00EC       28.0    1.90     3.0    0.90    2016.0   31.61
  724 CURACRON 8E 30GA      28.0    1.90     3.0    0.90    2016.0   26.76
  725 CURALAN 1 GAL          3.4   14.00     0.0    0.00     500.0    0.00
  726 CURALAN DF 5.5 L       3.4   14.00     0.0    0.00     500.0  100.60
  727 Curbit                 0.3   60.00     4.0    0.40    4000.0   20.37
  728 CURBIT 2 1/2 GAL       0.3   60.00     4.0    0.40    4000.0   24.81
  729 CURZATE M-8 50 L       0.0    0.00     0.0    0.00       0.0    0.00
  730 CUTLESS    8 OZ        0.0    0.00     0.0    0.00       0.0    0.00
  731 CUTLESS TREE IMP       0.0    0.00     0.0    0.00       0.0    0.00
  732 CUTLESS TREE IMP       0.0    0.00     0.0    0.00       0.0    0.00
  733 CY PRO 4L 2-1/2      170.0   17.00     0.0    0.00     218.0   14.10
  734 CYANAZINE            170.0   17.00     0.0    0.00     218.0   29.28
  735 CYCLONE           620000.0 1067.00     0.0    0.00   16200.0   30.87 4.70238
  736 CYCLONE 110G EZ   620000.0 1067.00     0.0    0.00   16200.0   31.57 4.70238
  737 CYCLONE 2.5 GAL   620000.0 1067.00     0.0    0.00   16200.0   27.74 4.70238
  738 CYCLONE 30 GAL    620000.0 1067.00     0.0    0.00   16200.0   21.05 4.70238
  739 CYCLONE CF 110G   620000.0 1067.00     0.0    0.00   16200.0   27.75 4.70238
  740 CYCLONE CF 2.5 G  620000.0 1067.00     0.0    0.00   16200.0   27.75 4.70238
  741 CYCOCEL 1 GAL          0.0    0.00     0.0    0.00       0.0  135.51
  742 CYCOCEL 1 QT           0.0    0.00     0.0    0.00       0.0  150.61
  743 CYGNET PLUS 1 GA       0.0    0.00     0.0    0.00       0.0    0.00
  744 CYGON 2E 1 GAL     39800.0    3.00     3.0    0.95      20.0   26.53
  745 CYGON 2E 1 PT      39800.0    3.00     3.0    0.95      20.0   52.43
  746 CYGON 2E 2 1/2 G   39800.0    3.00     3.0    0.95      20.0   25.54
  747 Cygon 4.00EC       39800.0    3.00     3.0    0.95      20.0   17.02
  748 CYGON 400 2-1/2        0.0    0.00     0.0    0.00       0.0   17.99
  749 Cyhexatin              0.0   50.00     0.0    0.00       0.0    0.00
  750 CYMBUSH  1 GAL         0.0   36.00     5.0    0.40       0.0  167.58
  751 CYMBUSH QT             0.0   36.00     5.0    0.40       0.0  214.15
  752 CYNOFF QT              0.0   36.00     5.0    0.40       0.0  137.18
  753 CYNOFF WP 1 LB         0.0   36.00     5.0    0.40       0.0  200.92
  754 Cythion              130.0    1.00     3.0    0.90    1200.0    7.04
  755 DACONATE 6  2-1/ 1400000.0  180.00    10.0    1.00    7000.0    8.06
  756 DACONIL 27-87 2        0.6   48.00     0.0    0.00    5000.0   22.05 5.17752
  757 DACONIL 27-87 2-       0.6   48.00     0.0    0.00    5000.0   22.83 5.17752
  758 DACONIL 2787 WDG       0.6   48.00     0.0    0.00    5000.0   19.70 5.17752
  759 DACONIL L TURF F       0.6   48.00     0.0    0.00    5000.0    2.66 5.17752
  760 DACONIL MUTILPUR       0.6   48.00     0.0    0.00    5000.0   24.50 5.17752
  761 DACONIL ULTREX 5       0.6   48.00     0.0    0.00    5000.0    0.03 5.17752
  762 Dacthal .75WP          0.5   50.00    10.0    0.30    5600.0    1.59 4.70238
  763 DACTHAL 5G 1 LB        0.5   50.00    10.0    0.30    5600.0   54.95 4.70238
  764 DACTHAL 5G 10 LB       0.5   50.00    10.0    0.30    5600.0   36.28 4.70238
  765 DACTHAL 5G 50 LB       0.5   50.00    10.0    0.30    5600.0   51.21 4.70238
  766 DACTHAL 75W TURF       0.5   50.00    10.0    0.30    5600.0    1.71 4.70238
  767 DACTHAL FLOWABLE       0.0    0.00     0.0    0.00       0.0   14.30 4.70238
  768 DACTHAL WDG 25 L       0.0    0.00     0.0    0.00       0.0    1.38 4.70238
  769 Daminozide        100000.0   12.00     0.0    0.00       9.0   17.51
  770 DANITOL 1 GAL          0.0    0.00     0.0    0.00   50000.0  145.11
  771 Dazomet             3000.0    7.00     0.0    0.00      10.0   34.71
  772 DCNA                   0.0    7.00     0.0    0.00    1000.0   36.02
  773 DDD                    0.1    0.00     0.0    0.00  231000.0    0.00
  774 DDE                    0.1    0.00     0.0    0.00       0.0    0.00
  775 DEADLINE BULLETS     230.0   10.00    99.0   99.00     240.0  125.07
  776 DEADLINE BULLETS     230.0   10.00    99.0   99.00     240.0   83.05
  777 DEADLINE GRAN. 5     230.0   10.00    99.0   99.00     240.0    0.00
  778 DECATHLONS 20WP      200.0   60.00     5.0    0.40   31000.0  352.80
  779 DECCOSAN 315 5 G       0.0    0.00     0.0    0.00       0.0    0.00
  780 DECIS 1.5EC 1 GA       0.0    0.00     0.0    0.00       0.0  669.20
  781 DECIS 1.5EC 15 G       0.0    0.00     0.0    0.00       0.0  636.31
  782 DEMAND 8 OZ            0.0   43.00     5.0    0.40  180000.0    0.00
  783 DEMIZE 12 X 2 OZ       0.0    0.00     0.0    0.00       0.0    0.00
  784 DEMIZE PINT            0.0    0.00     0.0    0.00       0.0    0.00
  785 DEMON EC 1 PT          0.0   36.00     5.0    0.40       0.0  163.21
  786 DEMON TC 1 GAL         0.0   36.00     5.0    0.40       0.0   92.21
  787 DEMON WP 1 LB          0.0   36.00     5.0    0.40       0.0  317.46
  788 DEMON WP 12 X 2        0.0   36.00     5.0    0.40       0.0   40.29
  789 DEMONSAN 65W 25        0.0    0.00     0.0    0.00       0.0   22.05
  790 DERBY 40 LB            6.2   91.00     5.0    0.40     140.0   15.52
  791 DES-I-CATE        100000.0    2.80     0.0    0.00      85.0   60.43
  792 DESMEDIPHAM            9.0    7.70     0.0    0.00     150.0    0.00
  793 DESSICATE 30 GAL       0.0    0.00     0.0    0.00       0.0   61.40
  794 Devrinol .50WP        74.0   48.00    15.0    0.60     462.0   33.25
  795 Devrinol 10-G         74.0   48.00    15.0    0.60     462.0  189.63
  796 DEVRINOL 10G  50      74.0   48.00    15.0    0.60     462.0   43.00
  797 DEVRINOL 10G 12O      74.0   48.00    15.0    0.60     462.0  258.80
  798 DEVRINOL 50 DF 4      74.0   48.00    15.0    0.60     462.0   35.58
  799 DEVRINOL 50 WP 4      74.0   48.00    15.0    0.60     462.0   37.84
  800 DEVRINOL 5G 40LB      74.0   48.00    15.0    0.60     462.0    7.41
  801 DEXRON ATF QT          0.0    0.00     0.0    0.00       0.0    6.45
  802 Di-Syston             12.0    2.20     3.0    0.50    1345.0    2.76 4.93193
  803 Di-Syston .15G        12.0    2.20     3.0    0.50    1345.0   23.81 4.93193
  804 DI-SYSTON 15G 10      12.0    2.20     3.0    0.50    1345.0   26.99 4.93193
  805 DI-SYSTON 15G 50      12.0    2.20     3.0    0.50    1345.0   20.90 4.93193
  806 DI-SYSTON 8 2.5       12.0    2.20     3.0    0.50    1345.0   18.51 4.93193
  807 DI-SYSTON 8 30 G      12.0    2.20     3.0    0.50    1345.0   16.73 4.93193
  808 DI-SYSTON 8 5 GA      12.0    2.20     3.0    0.50    1345.0   17.78 4.93193
  809 DI-SYSTON 8 50 G      12.0    2.20     3.0    0.50    1345.0   16.95 4.93193
  810 DI-SYSTON SYATEM      12.0    2.20     3.0    0.50    1345.0   76.44 4.93193
  811 Diallate              14.0   30.00     0.0    0.00     500.0    0.00
  812 DIAZINON 14G 1 L      60.0   39.00     4.0    0.90    1520.0   77.84 4.93193
  813 DIAZINON 14G 50       60.0   39.00     4.0    0.90    1520.0   26.47 4.93193
  814 DIAZINON 14G CLA      60.0   39.00     4.0    0.90    1520.0   24.41 4.93193
  815 DIAZINON 25% 1 P      60.0   39.00     4.0    0.90    1520.0   47.33 4.93193
  816 DIAZINON 25E 1 Q      60.0   39.00     4.0    0.90    1520.0  127.14 4.93193
  817 DIAZINON 25E PIN      60.0   39.00     4.0    0.90    1520.0  142.92 4.93193
  818 Diazinon 4E           60.0   39.00     4.0    0.90    1520.0   17.38 4.93193
  819 DIAZINON 4EC 1 G      60.0   39.00     4.0    0.90    1520.0   17.03 4.93193
  820 DIAZINON 4EC 1 P      60.0   39.00     4.0    0.90    1520.0   34.45 4.93193
  821 DIAZINON 4EC 1 Q      60.0   39.00     4.0    0.90    1520.0   22.01 4.93193
  822 DIAZINON 4EC 2.5      60.0   39.00     4.0    0.90    1520.0   15.25 4.93193
  823 DIAZINON 5% PELL      60.0   39.00     4.0    0.90    1520.0   28.41 4.93193
  824 DIAZINON 50WP 4       60.0   39.00     4.0    0.90    1520.0   18.76 4.93193
  825 DIAZINON 50WP 5       60.0   39.00     4.0    0.90    1520.0   20.73 4.93193
  826 DIAZINON 5G 10 L      60.0   39.00     4.0    0.90    1520.0   28.58 4.93193
  827 DIAZINON 5G 10 L      60.0   39.00     4.0    0.90    1520.0   33.52 4.93193
  828 DIAZINON 5G 20 L      60.0   39.00     4.0    0.90    1520.0   27.56 4.93193
  829 DIAZINON 5G 25 L      60.0   39.00     4.0    0.90    1520.0   25.77 4.93193
  830 DIAZINON 5G 30 L      60.0   39.00     4.0    0.90    1520.0   21.72 4.93193
  831 DIAZINON 5G 40 L      60.0   39.00     4.0    0.90    1520.0   29.15 4.93193
  832 DIAZINON 5G 50 L      60.0   39.00     4.0    0.90    1520.0   27.34 4.93193
  833 DIAZINON 5G PROL      60.0   39.00     4.0    0.90    1520.0   26.46 4.93193
  834 DIAZINON 6000 12      60.0   39.00     4.0    0.90    1520.0   41.77 4.93193
  835 DIAZINON AG 500       60.0   39.00     4.0    0.90    1520.0   17.37 4.93193
  836 DIAZINON AG 500       60.0   39.00     4.0    0.90    1520.0    0.00 4.93193
  837 DIAZINON AG 500       60.0   39.00     4.0    0.90    1520.0   17.64 4.93193
  838 DIAZINON AG 500       60.0   39.00     4.0    0.90    1520.0    5.39 4.93193
  839 DIAZINON EC 500       60.0   39.00     4.0    0.90    1520.0   16.64 4.93193
  840 DIAZINON EC 500       60.0   39.00     4.0    0.90    1520.0   18.19 4.93193
  841 DIBROM 8E 1 GAL        1.5    1.00     0.5    0.90     157.0   19.86
  842 Dibromochloropro    1000.0  203.00     0.0    0.00      88.0   22.56
  843 Dichlone               0.1   82.00     0.0    0.00    9500.0   14.69
  844 Dichlorprop          350.0   10.00     0.0    0.00     170.0    0.00
  845 Dichlorvos          8000.0    0.50     0.0    0.00      50.0    0.00
  846 DICOFOL 4E 2.5 G       0.8   60.80     0.0    0.00    6064.0   22.58
  847 Dienochlor             0.0  300.00     0.0    0.00   33000.0    0.00
  848 DIMATE 25WP 40 L   39800.0    3.00     3.0    0.95      20.0   16.35
  849 DIMENSION 1 GAL        0.0    0.00     0.0    0.00       0.0    0.00
  850 DIMENSION 2.5 GA       0.0    0.00     0.0    0.00       0.0    0.00
  851 Dimethoate         39800.0    3.00     3.0    0.95      20.0   12.97 4.93193
  852 DIMETHOATE 2.67    39800.0    3.00     3.0    0.95      20.0   22.71 4.93193
  853 DIMETHOATE 267E    39800.0    3.00     3.0    0.95      20.0   24.73 4.93193
  854 DIMETHOATE 4EC 2   39800.0    3.00     3.0    0.95      20.0   16.83 4.93193
  855 DIMETHOATE 4EC D   39800.0    3.00     3.0    0.95      20.0   16.46 4.93193
  856 DIMETHOATE 4EC D   39800.0    3.00     3.0    0.95      20.0   15.08 4.93193
  857 DIMETHOATE 4EC M   39800.0    3.00     3.0    0.95      20.0   15.47 4.93193
  858 Dimethylarsenic        0.0   50.00     0.0    0.00    1000.0    0.00
  859 DIMILIN 2L 2 1/2       0.1    8.00    27.0    0.05    8700.0  223.13
  860 DIMILIN W25 5LB        0.1    8.00    27.0    0.05    8700.0  337.37
  861 Dinitramine            1.1   30.00     0.0    0.00    4000.0   40.95
  862 Dinitro               52.0   30.00    10.0    0.90      30.0    5.37
  863 Dinocap                0.0    5.00     0.0    0.00     550.0    0.00
  864 Diphacine              0.0    0.00     0.0    0.00       0.0    0.00
  865 DIQUAT  2-1/2 GA  718000.0 1000.00    30.0    0.95     500.0   87.47
  866 DIQUAT 110 EZ HA  718000.0 1000.00    30.0    0.95     500.0   80.18
  867 Diquat 2.00L      718000.0 1000.00    30.0    0.95     500.0   82.69
  868 DIQUAT 30 GAL     718000.0 1000.00    30.0    0.95     500.0   78.08
  869 DIREX 4L 2 X 2.5      42.0  372.00     0.0    0.00     477.0   10.29
  870 DIREX 80DF 25 LB      42.0  372.00     0.0    0.00     477.0    8.48
  871 DIREX 80DF 5 LB       42.0  372.00     0.0    0.00     477.0   10.69
  872 DIREX BULK 100 G      42.0  372.00     0.0    0.00     477.0    6.28
  873 DISSOLVE 40 OZ     23180.0    5.50     9.0    0.45      48.0   38.77
  874 DISULFATON 12OZ       12.0    2.20     3.0    0.50    1345.0   46.19
  875 Dithane                6.2    2.00    10.0    0.25    6000.0    8.60 5.17752
  876 Dithane                6.2    2.00    10.0    0.25    6000.0   17.88 5.17752
  877 Dithane .80WP          6.2    2.00    10.0    0.25    6000.0   10.84 5.17752
  878 DITHANE DF  6 LB       6.2    2.00    10.0    0.25    6000.0    7.26 5.17752
  879 DITHANE DF 10 LB       6.2    2.00    10.0    0.25    6000.0    8.66 5.17752
  880 DITHANE DF 50 LB       6.2    2.00    10.0    0.25    6000.0   10.90 5.17752
  881 DITHANE DF 50 LB       6.2    2.00    10.0    0.25    6000.0    8.23 5.17752
  882 DITHANE DF BULK        6.2    2.00    10.0    0.25    6000.0    8.11 5.17752
  883 DITHANE F45  BUL       6.2    2.00    10.0    0.25    6000.0    7.98 5.17752
  884 DITHANE M45 50 L       6.2    2.00    10.0    0.25    6000.0    7.17 5.17752
  885 DITHANE T/O  6 L       6.2    2.00    10.0    0.25    6000.0   10.16 5.17752
  886 DITHANE WF T&O 1       6.2    2.00    10.0    0.25    6000.0    8.96 5.17752
  887 DIURON 4L 2-1/2       42.0  372.00     0.0    0.00     477.0   12.95
  888 DIURON 80DF 4 LB      42.0  372.00     0.0    0.00     477.0    0.00
  889 DIURON WP 4 LB        42.0  372.00     0.0    0.00     477.0   13.84
  890 DIURON WP 50 LB       42.0  372.00     0.0    0.00     477.0   17.14
  891 DIVIDEND 1 GAL         0.0    0.00     0.0    0.00       0.0  307.50
  892 DIVIDEND 2.5 GAL       0.0    0.00     0.0    0.00       0.0  482.34
  893 Dodine Acetate S     700.0   20.00    10.0    0.50   10000.0   32.23
  894 DOLGE 4 X 1 GAL        0.0    0.00     0.0    0.00       0.0    0.00
  895 DOMAIN 1 GAL           3.5    6.00     0.0    0.00    1830.0    0.00
  896 DOMAIN QUART           3.5    6.00     0.0    0.00    1830.0    0.00
  897 DOMAIN WSB 2 LB        3.5    6.00     0.0    0.00    1830.0   19.22
  898 DOWPON M 10 LB    900000.0   30.00    37.0    0.95       1.0   21.29
  899 DRAGNET FT 1.25        0.0   30.00     0.0    0.00   39300.0    0.00
  900 DRIONE 4 0Z            0.0    0.00     0.0    0.00       0.0    0.00
  901 DROPP 50W 5 LB        20.0   10.00     3.0    0.40     742.0  224.99
  902 DSMA 81% POWDER  1400000.0 1000.00    30.0    0.95  100000.0   10.29
  903 DUAL 25G 50 LB       488.0   26.00     5.0    0.60      70.0   18.51
  904 DUAL 25G 500 LB      488.0   26.00     5.0    0.60      70.0   16.49
  905 DUAL 8E 60GL FIE     488.0   26.00     5.0    0.60      70.0   17.12
  906 DUAL DF 25 LB        488.0   26.00     5.0    0.60      70.0   39.38
  907 DUAL HERBICIDE 1     488.0   26.00     5.0    0.60      70.0   16.50
  908 DUAL HERBICIDE 2     488.0   26.00     5.0    0.60      70.0   17.17
  909 DUAL HERBICIDE M     488.0   26.00     5.0    0.60      70.0   16.97
  910 DUAL II 110 GAL      488.0   26.00     5.0    0.60      70.0   18.46
  911 DUAL II 2.5 GAL      488.0   26.00     5.0    0.60      70.0   18.31
  912 DUAL II 60 GAL F     488.0   26.00     5.0    0.60      70.0   18.16
  913 DUAL II BULK         488.0   26.00     5.0    0.60      70.0   17.23
  914 DUAL II MINI BUL     488.0   26.00     5.0    0.60      70.0   16.71
  915 DUAL IIG 50 LB       488.0   26.00     5.0    0.60      70.0   18.26
  916 DUAL IIG 500 LB      488.0   26.00     5.0    0.60      70.0   18.15
  917 DUOSAN WP  3 LB        0.0    0.00     0.0    0.00       0.0   50.53
  918 DUOSAN WSB 3 LB        0.0    0.00     0.0    0.00       0.0   43.37
  919 DUPONT ATRAZINE       33.0  146.00     5.0    0.45     147.0    4.13
  920 DURSBAIT .5% 50        0.0    0.00     0.0    0.00       0.0  150.65 4.93193
  921 DURSBAN  .5% GR        1.2   30.50     0.0    0.00    9030.0  163.75 4.93193
  922 DURSBAN  1% GR 2       1.2   30.50     0.0    0.00    9030.0   94.31 4.93193
  923 DURSBAN  1% GR 4       1.2   30.50     0.0    0.00    9030.0  109.35 4.93193
  924 DURSBAN .5% GR 2       1.2   30.50     0.0    0.00    9030.0  226.29 4.93193
  925 DURSBAN .5% GR 2       1.2   30.50     0.0    0.00    9030.0  251.13 4.93193
  926 DURSBAN .5% GR 5       1.2   30.50     0.0    0.00    9030.0  183.02 4.93193
  927 DURSBAN 1E PT          1.2   30.50     0.0    0.00    9030.0  150.95 4.93193
  928 DURSBAN 1E QT          1.2   30.50     0.0    0.00    9030.0  142.62 4.93193
  929 DURSBAN 2 COAT 5       1.2   30.50     0.0    0.00    9030.0  106.94 4.93193
  930 DURSBAN 2.32 GR        1.2   30.50     0.0    0.00    9030.0   78.70 4.93193
  931 DURSBAN 2.32 GR        1.2   30.50     0.0    0.00    9030.0   91.74 4.93193
  932 DURSBAN 2.32% 50       1.2   30.50     0.0    0.00    9030.0   76.98 4.93193
  933 DURSBAN 2.5 GR 2       1.2   30.50     0.0    0.00    9030.0   89.81 4.93193
  934 DURSBAN 2.5 GR 5       1.2   30.50     0.0    0.00    9030.0   69.72 4.93193
  935 DURSBAN 2E 1 GAL       1.2   30.50     0.0    0.00    9030.0   57.07 4.93193
  936 DURSBAN 2E 2 1/2       1.2   30.50     0.0    0.00    9030.0   46.38 4.93193
  937 DURSBAN 2E PT          1.2   30.50     0.0    0.00    9030.0   91.98 4.93193
