      |------ 1 -----|------ 2 ------|------ 3 ------|------ 4 ------|------ 5 ------|------ 6 ------|------ 7 ------|
   ID             NAME            PSOL            PHLS            PHLF            PWOF            PKOC            PCST
  245 Thiram              0.300000E+02    0.150000E+02    0.800000E+01    0.500000E+00    0.670000E+03    0.000000E+00
  246 Thistrol            0.200000E+06    0.140000E+02    0.700000E+01    0.900000E+00    0.200000E+02    0.000000E+00
  247 Tillam              0.100000E+03    0.140000E+02    0.400000E+01    0.700000E+00    0.430000E+03    0.000000E+00
  248 Tilt                0.110000E+03    0.110000E+03    0.300000E+02    0.700000E+00    0.100000E+04    0.000000E+00
  249 Tolban              0.100000E+00    0.140000E+03    0.100000E+01    0.300000E+00    0.224000E+04    0.000000E+00
  250 Topsin              0.350000E+01    0.100000E+02    0.500000E+01    0.400000E+00    0.183000E+04    0.000000E+00
  251 Tordan              0.100000E+06    0.300000E+02    0.800000E+01    0.600000E+00    0.200000E+02    0.000000E+00
  252 Tordon              0.200000E+06    0.900000E+02    0.800000E+01    0.600000E+00    0.160000E+02    0.000000E+00
  253 Toxaphene           0.400000E+00    0.500000E+03    0.200000E+01    0.100000E+00    0.400000E+06    0.000000E+00
  254 Tralomethrin        0.000000E+00    0.270000E+02    0.100000E+01    0.400000E+00    0.100000E+06    0.000000E+00
  255 Treflan             0.300000E+00    0.600000E+02    0.300000E+01    0.400000E+00    0.800000E+04    0.000000E+00
  256 Tre-Hold            0.105000E+03    0.100000E+02    0.500000E+01    0.400000E+00    0.300000E+03    0.000000E+00
  257 Trithion            0.600000E+00    0.150000E+02    0.600000E+01    0.700000E+00    0.125000E+05    0.000000E+00
  258 Tupersan            0.180000E+02    0.900000E+02    0.300000E+02    0.700000E+00    0.420000E+03    0.000000E+00
  259 Turflon             0.230000E+02    0.460000E+02    0.150000E+02    0.700000E+00    0.780000E+03    0.000000E+00
  260 Vapam               0.963000E+06    0.700000E+01    0.990000E+02    0.100000E+01    0.100000E+02    0.000000E+00
  261 Velpar              0.330000E+05    0.900000E+02    0.300000E+02    0.900000E+00    0.540000E+02    0.000000E+00
  262 Vendex              0.000000E+00    0.900000E+02    0.300000E+02    0.200000E+00    0.230000E+04    0.000000E+00
  263 Vernam              0.108000E+03    0.120000E+02    0.200000E+01    0.800000E+00    0.260000E+03    0.000000E+00
  264 Vitavax             0.195000E+03    0.700000E+01    0.990000E+02    0.100000E+01    0.260000E+03    0.000000E+00
  265 Volck oils          0.100000E+03    0.100000E+02    0.200000E+01    0.600000E+00    0.100000E+04    0.000000E+00
  266 Vorlex              0.760000E+04    0.100000E+02    0.990000E+02    0.100000E+01    0.100000E+02    0.000000E+00
  267 Vydate              0.282000E+06    0.400000E+01    0.400000E+01    0.900000E+00    0.250000E+02    0.000000E+00
  268 Weedar              0.796000E+06    0.100000E+02    0.900000E+01    0.400000E+00    0.200000E+02    0.000000E+00
  269 Weed-B-Gon          0.500000E+06    0.240000E+02    0.100000E+02    0.400000E+00    0.800000E+02    0.000000E+00
  270 Weedone             0.500000E+02    0.100000E+02    0.900000E+01    0.400000E+00    0.100000E+04    0.000000E+00
  271 Zolone              0.300000E+01    0.210000E+02    0.800000E+01    0.600000E+00    0.180000E+04    0.000000E+00
  272 TRICLOPYR           0.430000E+03    0.990000E+02    0.340000E+02    0.700000E+00    0.500000E+02    0.000000E+00



